id,swedish,english,group,properties,aliases_sv,aliases_en,search_terms,notes_sv,notes_en,season_availability,typical_storage,typical_unit,price_category,avg_price_sek,carbon_footprint_category,status,created_date,updated_date,created_by,verified_by,ai_generated,export_ready
potato-floury,mjölig potatis,floury potato,vegetable/root,"needs-cooking,nightshade,plant-based,vegan-friendly",mospotatis;stärkelsepotatis,mashing potato,mjölig potatis;mospotatis,Faller sönder lätt. Perfekt till mos och bakad.,Falls apart easily. Perfect for mash and baked.,year-round,ambient,kg,budget,16,low,draft,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
potato-gratin-frozen,potatisgratäng fryst,frozen potato gratin,vegetable/root,"animal-product,contains-lactose,dairy,needs-cooking,nightshade,processed",gratäng fryst,frozen au gratin,potatisgratäng;gratäng;janssons,Färdig gratäng. Bara värma i ugn.,Ready gratin. Just heat in oven.,year-round,frozen,st,budget,13,low,draft,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
potato-new,färskpotatis,new potato,vegetable/root,"needs-cooking,nightshade,plant-based,vegan-friendly",nypotatis;sommarpotatis,new potatoes,färskpotatis;nypotatis;sommarpotatis,Säsongens höjdpunkt till midsommar. Skalet kan ätas.,Season highlight for midsummer. Skin can be eaten.,summer,refrigerated,kg,budget,25,low,draft,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
potato-salad-prepared,potatissallad färdig,prepared potato salad,vegetable/root,"doesnt-freeze-well,nightshade,plant-based,processed,vegan-friendly",potatissallad köpt;färdig potatissallad,deli potato salad,potatissallad;färdig sallad,Klassiker på grillkväll och midsommar.,Classic for BBQ nights and midsummer.,year-round,refrigerated,st,budget,10,low,draft,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
potato-starch,potatismjöl,potato starch,grain/flour/gluten-free,"nightshade,plant-based,vegan-friendly",potatisstärkelse;potatismjöl,potato flour;potato starch,potatismjöl potato starch,Svenskt förtjockningsmedel,Swedish thickening agent,year-round,ambient,g,medium,70,low,draft,2024-12-06 00:00:00,2024-12-06 00:00:00,ai-claude,,1,0
potato-waxy,fast potatis,waxy potato,vegetable/root,"doesnt-freeze-well,needs-cooking,nightshade,plant-based,vegan-friendly",kokt potatis;salladspoatis,firm potato;salad potato,fast potatis;salladspoatis,Håller formen vid kokning. Perfekt i sallad och gratäng.,Holds shape when boiling. Perfect in salad and gratin.,year-round,ambient,kg,budget,19,low,draft,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
potato-wedges-frozen,potatisklyftor frysta,frozen potato wedges,vegetable/root,"needs-cooking,nightshade,plant-based,processed,vegan-friendly",klyftor frysta;countrystyle,frozen wedges,potatisklyftor;klyftor;wedges,Rustika potatisklyftor. Ugn eller grill.,Rustic potato wedges. Oven or grill.,year-round,frozen,bag,budget,16,low,draft,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
powdered-sugar,florsocker,powdered sugar,other/sweetener,"plant-based,vegan-friendly",pudrasocker;icing sugar,icing sugar;confectioners sugar,florsocker pudrasocker icing,Finmalet socker,Finely ground sugar,year-round,ambient,g,budget,23,low,validated,2024-12-07 00:00:00,2024-12-07 00:00:00,ai-claude,,1,0
pralin,pralin,praline,other/nut-seed/tree-nut,"plant-based,tree-nut,vegan-friendly",nötpralin;karamelliserade nötter krossade,praline paste;praline,pralin nötpralin,Krossade karamelliserade nötter,Crushed caramelized nuts,year-round,ambient,g,premium,170,medium,draft,2024-12-07 00:00:00,2024-12-07 00:00:00,ai-claude,,1,0
pretzel,pretzel,pretzel,grain/pasta-bread,"contains-gluten,plant-based,vegan-friendly",kringla;saltad kringla;brezel,brezel;soft pretzel,pretzel kringla brezel,Tysk saltad kringla,German salted pretzel,year-round,ambient,st,budget,33,low,draft,2024-12-06 00:00:00,2024-12-06 00:00:00,ai-claude,,1,0
provolone,provolone,provolone,protein/dairy,"animal-product,contains-lactose,dairy",italiensk dragenfilamost,Italian Provolone,provolone,Mejeriprodukt. Förvaras kallt.,Dairy product.,year-round,refrigerated,g,medium,80,medium,draft,2025-12-07 00:00:00,2025-12-07 00:00:00,ai-claude,,1,0
prunes,torkade katrinplommon,prunes,fruit/dried,"plant-based,processed,sulfites,vegan-friendly",katrinplommon;torkade plommon,,katrinplommon;prunes;torkade katrinplommon;torkade plommon,Torkad frukt.,Dried fruit.,year-round,ambient,g,premium,130,medium,draft,2024-12-06 00:00:00,2024-12-06 00:00:00,ai-claude,,1,0
prunes-soft,mjuka katrinplommon,soft prunes,fruit/dried,"plant-based,processed,vegan-friendly",mjuka plommon;katrinplommon mjuka,,katrinplommon mjuka;mjuka katrinplommon;mjuka plommon;soft prunes,Torkad frukt.,Dried fruit.,year-round,ambient,g,premium,110,medium,draft,2024-12-06 00:00:00,2024-12-06 00:00:00,ai-claude,,1,0
psyllium-husk,psylliumskal,psyllium husk,grain/flour/gluten-free,"plant-based,vegan-friendly",loppefröskal;psyllium husk,psyllium husk;ispaghula,psyllium husk fiber,Bindmedel i glutenfritt,Binder in gf baking,year-round,ambient,g,medium,47,low,validated,2024-12-06 00:00:00,2024-12-06 00:00:00,ai-claude,,1,0
puff-pastry,smördeg,puff pastry,grain/pasta-bread,"animal-product,contains-gluten,contains-lactose,dairy,processed",butterdeig;smördegsplatta,puff pastry sheets,smördeg;butterdeig,Pasta/bröd (innehåller gluten). Förvaras fryst.,Pasta/bread (contains gluten).,year-round,frozen,g,budget,23,low,draft,2025-12-13 00:00:00,2025-12-13 00:00:00,ai-batch,,1,0
puffed-amaranth,puffad amarant,puffed amaranth,grain/cereal,"plant-based,vegan-friendly",amarant puffar,popped amaranth,puffad amarant popped,Puffade frön,Popped seeds,year-round,ambient,g,medium,39,low,validated,2024-12-06 00:00:00,2024-12-06 00:00:00,ai-claude,,1,0
puffed-wheat,puffat vete,puffed wheat,grain/cereal,"contains-gluten,plant-based,vegan-friendly",vetepuffar,puffed wheat cereal,puffat vete puffed wheat,Puffat vetekorn,Puffed wheat grain,year-round,ambient,g,medium,60,low,draft,2024-12-06 00:00:00,2024-12-06 00:00:00,ai-claude,,1,0
pulled-oats,pulled oats,pulled oats,protein/plant-based,"contains-gluten,needs-cooking,plant-based,vegan-friendly",havreskav;gold&green,oat protein,pulledoats,Finsk innovation,Finnish innovation,year-round,refrigerated,g,medium,49,low,draft,2025-12-13 00:00:00,2025-12-13 00:00:00,ai-claude,,1,0
pumpkin,pumpa,pumpkin,vegetable/fruit-veg,"plant-based,vegan-friendly",halloweenpumpa,pumpkin,pumpa;pumpkin,Säsongsklassiker på hösten. Fröna är nyttiga!,Seasonal classic in autumn. The seeds are healthy!,autumn,ambient,kg,medium,42,low,validated,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
pumpkin-hokkaido,hokkaidopumpa,hokkaido pumpkin,vegetable/fruit-veg,"plant-based,vegan-friendly",uchiki kuri;röd pumpa,red kuri squash,hokkaidopumpa;uchiki kuri,Skalet kan ätas! Söt och krämig.,The skin can be eaten! Sweet and creamy.,autumn,ambient,st,medium,39,low,validated,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
pumpkin-seed-oil,pumpafröolja,pumpkin seed oil,fat/oil,"plant-based,vegan-friendly",pumpakärnolja;styrian pumpafröölja,pumpkin seed oil,pumpafrööolja pumpkin seed,Mörk nötig - österrikisk,Dark nutty - Austrian,year-round,ambient,ml,medium,100,low,validated,2024-12-07 00:00:00,2024-12-07 00:00:00,ai-claude,,1,0
pumpkin-seeds,pumpafrön,pumpkin seeds,other/nut-seed/seed,"plant-based,vegan-friendly",pumpakärnor;pepitas;gröna pumpafrön,pepitas;green pumpkin seeds,pumpafrön pumpkin seeds pepitas,Zinkrika,Zinc rich,year-round,ambient,g,premium,150,low,validated,2024-12-07 00:00:00,2024-12-07 00:00:00,ai-claude,,1,0
pumpkin-spice,pumpakrydda,pumpkin spice,spice/blend,"plant-based,vegan-friendly",pumpkin spice,pumpkin pie spice,pumpakrydda pumpkin spice höst,Populär höstblandning,Popular fall blend,autumn,ambient,g,premium,120,low,validated,2024-12-06 00:00:00,2024-12-06 00:00:00,ai-claude,,1,0
quail-breast,vaktelbröst,quail breast,protein/meat/poultry,"animal-product,meat,needs-cooking,poultry",vaktelfilé,quail fillet,vaktelbrost;vaktelfile,Liten delikat filé. Steks snabbt. Serveras rosa.,Small delicate fillet. Quick seared. Served pink.,year-round,refrigerated,kg,medium,90,medium,draft,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
quail-whole,hel vaktel,whole quail,protein/meat/poultry,"animal-product,meat,needs-cooking,poultry",vaktel,quail bird,vaktel;helvaktel,Liten fågel. Grillas hel. Delikat smak. Restaurangfavorit.,Small bird. Grilled whole. Delicate flavor. Restaurant favorite.,year-round,refrigerated,st,medium,50,medium,draft,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
quark,kvarg,quark,protein/dairy,"animal-product,contains-lactose,dairy",kesella tjock;kesella,German quark,kvarg,Mejeriprodukt. Förvaras kallt.,Dairy product.,year-round,refrigerated,g,medium,49,medium,draft,2025-12-07 00:00:00,2025-12-07 00:00:00,ai-claude,,1,0
queso-fresco,queso fresco,queso fresco,protein/dairy,"animal-product,contains-lactose,dairy",mexikansk färskost,Mexican fresh cheese,quesofresco,Mejeriprodukt. Förvaras kallt.,Dairy product.,year-round,refrigerated,g,medium,70,medium,draft,2025-12-07 00:00:00,2025-12-07 00:00:00,ai-claude,,1,0
quince,kvitten,quince,fruit/common,"plant-based,vegan-friendly",kvittenfrukt;kvittenfrukter,,kvitten;kvittenfrukt;kvittenfrukter;quince,Frukt.,Fruit.,autumn,ambient,g,budget,29,medium,validated,2024-12-06 00:00:00,2024-12-06 00:00:00,ai-claude,,1,0
quinoa,quinoa,quinoa,grain/whole,"plant-based,vegan-friendly",vit quinoa;röd quinoa;svart quinoa;tricolor quinoa;kinoa,white quinoa;red quinoa;black quinoa,quinoa kinoa protein,Proteinrikt frö - alla färger som aliases,Protein-rich seed - all colors as aliases,year-round,ambient,g,medium,100,medium,validated,2024-12-06 00:00:00,2024-12-06 00:00:00,ai-claude,,1,0
quinoa-flakes,quinoaflingor,quinoa flakes,grain/cereal,"plant-based,vegan-friendly",kinoa flingor,quinoa cereal,quinoaflingor quinoa,Glutenfria proteinflingor,Gluten-free protein flakes,year-round,ambient,g,medium,44,medium,validated,2024-12-06 00:00:00,2024-12-06 00:00:00,ai-claude,,1,0
quinoa-flour,quinoamjöl,quinoa flour,grain/flour/gluten-free,"plant-based,vegan-friendly",kinoa mjöl,quinoa flour,quinoamjöl kinoa flour,Proteinrikt mjöl,Protein-rich flour,year-round,ambient,g,medium,60,medium,validated,2024-12-06 00:00:00,2024-12-06 00:00:00,ai-claude,,1,0
quorn-mince,quornfärs,quorn mince,protein/plant-based,"plant-based,processed,vegan-friendly",vegetarisk färs;quorn,vegetarian mince,quornfärs;quorn;vegetarisk färs,Vegetariskt köttsubstitut. Används som vanlig färs.,Vegetarian meat substitute. Use like regular mince.,year-round,frozen,bag,medium,70,low,draft,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
quorn-pieces,quornbitar,quorn pieces,protein/plant-based,"plant-based,processed,vegan-friendly",vegetariska bitar,vegetarian pieces,quornbitar;quorn bitar,Vegetariskt alternativ till kyckling i grytor och wok.,Vegetarian alternative to chicken in stews and stir-fry.,year-round,frozen,bag,medium,80,low,draft,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
rabbit-leg,kaninlår,rabbit leg,protein/meat/game,"animal-product,game,meat,needs-cooking",lår kanin,rabbit thigh,kaninlar;lar,Saftig del. Braiseras eller confiteras.,Juicy part. Braised or confited.,year-round,frozen,kg,premium,340,high,draft,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
rabbit-whole,hel kanin,whole rabbit,protein/meat/game,"animal-product,game,meat,needs-cooking",kanin;tamkanin,rabbit,kanin;tamkanin,Mildare än hare. Braiseras eller grillas. Vit kött.,Milder than hare. Braised or grilled. White meat.,year-round,frozen,st,premium,260,high,draft,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
raclette,raclette,raclette,protein/dairy,"animal-product,contains-lactose,dairy",racletteost,Swiss raclette,raclette,Mejeriprodukt. Förvaras kallt.,Dairy product.,year-round,refrigerated,g,medium,70,medium,draft,2025-12-07 00:00:00,2025-12-07 00:00:00,ai-claude,,1,0
radicchio,radicchio,radicchio,vegetable/leaf,"doesnt-freeze-well,plant-based,vegan-friendly",röd cikoria;rödkål sallad,italian chicory,radicchio;röd cikoria,Bitter italiensk sallad. God grillad!,Bitter Italian lettuce. Great grilled!,year-round,refrigerated,st,medium,47,low,validated,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
radish,rädisa,radish,vegetable/root,"doesnt-freeze-well,plant-based,vegan-friendly",rädisor,radishes,rädisa;rädisor;radish,Krispig och pepprigt skarp. Perfekt i sallad.,Crispy and peppery. Perfect in salads.,spring,refrigerated,bunch,medium,50,low,validated,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
radish-sprouts,rädisskott,radish sprouts,vegetable/sprout,"doesnt-freeze-well,plant-based,vegan-friendly",rädisegroddar,radish microgreens,rädisskott;rädisgroddar,Peppriga skott. Ger sting till sallad.,Peppery shoots. Adds zing to salads.,year-round,refrigerated,bag,medium,70,low,validated,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
raisins,russin,raisins,fruit/dried,"plant-based,processed,sulfites,vegan-friendly",mörka russin;sultana;russinen;sultanrussin;ljusa russin,,ljusa russin;mörka russin;raisins;russin;russinen;sultana;sultanrussin,Torkad frukt.,Dried fruit.,year-round,ambient,g,medium,80,medium,draft,2024-12-06 00:00:00,2024-12-06 00:00:00,ai-claude,,1,0
ramen-noodles,ramennudlar,ramen noodles,grain/pasta-bread,"contains-gluten,plant-based,vegan-friendly",ramen;japanska nudlar,ramen;instant noodles,ramen ramennudlar japansk,Japanska sopnudlar,Japanese soup noodles,year-round,ambient,g,medium,70,low,draft,2024-12-06 00:00:00,2024-12-06 00:00:00,ai-claude,,1,0
rapeseed-oil,rapsolja,rapeseed oil,fat/oil,"plant-based,vegan-friendly",canolaolja;raps olja;svensk rapsolja,canola oil;vegetable oil,rapsolja canola oil raps,Svenskt allroundolja,Swedish all-purpose oil,year-round,ambient,ml,medium,60,low,validated,2024-12-07 00:00:00,2024-12-07 00:00:00,ai-claude,,1,0
ras-el-hanout,ras el hanout,ras el hanout,spice/blend,"plant-based,vegan-friendly",ras el hanout,ras el hanout,ras el hanout,Marockansk blandning,Moroccan blend,year-round,ambient,g,premium,130,medium,validated,2024-12-06 00:00:00,2024-12-06 00:00:00,ai-claude,,1,0
raspberry,hallon,raspberry,fruit/berry,"plant-based,vegan-friendly",röda hallon;gula hallon;hallon;färska hallon,raspberry;raspberries;yellow raspberry,hallon raspberry,Populärt svenskt bär,Popular Swedish berry,summer,refrigerated,g,premium,130,low,validated,2024-12-06 00:00:00,2024-12-06 00:00:00,ai-claude,,1,0
raspberry-jam,hallonsylt,raspberry jam,fruit/berry,"plant-based,processed,vegan-friendly",hallonsylten;hallon sylt,,hallon sylt;hallonsylt;hallonsylten;raspberry jam,Bär.,Berry.,year-round,ambient,g,premium,170,medium,draft,2024-12-06 00:00:00,2024-12-06 00:00:00,ai-claude,,1,0
ravioli,ravioli,ravioli,grain/pasta-bread,"contains-gluten,plant-based,vegan-friendly",fylld fyrkantspasta;raviolo,stuffed pasta squares,ravioli fylld pasta,Fylld fyrkantspasta,Filled square pasta,year-round,refrigerated,g,medium,60,low,draft,2024-12-06 00:00:00,2024-12-06 00:00:00,ai-claude,,1,0
raw-sugar,råsocker,raw sugar,other/sweetener,"plant-based,vegan-friendly",turbinado;demerara råsocker,turbinado sugar;demerara,råsocker turbinado,Mindre raffinerat,Less refined,year-round,ambient,g,budget,25,low,validated,2024-12-07 00:00:00,2024-12-07 00:00:00,ai-claude,,1,0
razor-clam,knivmussla,razor clam,protein/seafood/shellfish,"animal-product,mollusc,needs-cooking,seafood",slidmussla,razor shell,knivmussla,Skaldjur. Förvaras kallt.,Shellfish.,autumn,refrigerated,g,premium,120,low,draft,2025-12-07 00:00:00,2025-12-07 00:00:00,ai-claude,,1,0
ready-pasta-sauce,färdig pastasås,ready pasta sauce,other/condiment,"nightshade,plant-based,processed,vegan-friendly",pastasås på burk,jar pasta sauce,pastasås;färdig,Smaksättare/sås.,Condiment.,year-round,ambient,g,medium,60,low,draft,2025-12-13 00:00:00,2025-12-13 00:00:00,ai-batch,,1,0
ready-pesto,färdig pesto,ready pesto,other/condiment,"plant-based,processed,tree-nut,vegan-friendly",pesto på burk,jar pesto,pesto;färdig,Smaksättare/sås. Förvaras kallt.,Condiment.,year-round,refrigerated,g,medium,90,low,draft,2025-12-13 00:00:00,2025-12-13 00:00:00,ai-batch,,1,0
ready-tikka-masala,färdig tikka masala,ready tikka masala,other/condiment,"plant-based,processed,vegan-friendly",tikka på burk,jar tikka masala,tikkamasala;färdig,Smaksättare/sås.,Condiment.,year-round,ambient,g,medium,60,low,draft,2025-12-13 00:00:00,2025-12-13 00:00:00,ai-batch,,1,0
reblochon,reblochon,reblochon,protein/dairy,"animal-product,contains-lactose,dairy",fransk alpost,French Reblochon,reblochon,Mejeriprodukt. Förvaras kallt.,Dairy product.,year-round,refrigerated,g,medium,60,medium,draft,2025-12-07 00:00:00,2025-12-07 00:00:00,ai-claude,,1,0
red-cabbage-cooked,rödkål kokt burk,cooked red cabbage,vegetable/cruciferous,"plant-based,processed,vegan-friendly",rödkål felix;kokt rödkål,jarred red cabbage,rödkål;kokt rödkål;rödkål burk,Klassiker till julmat och köttbullar.,Classic with Christmas food and meatballs.,year-round,ambient,st,medium,46,low,draft,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
red-mullet,mulle,red mullet,protein/seafood/fish,"animal-product,fish,needs-cooking,seafood",röd mullus,rouget,mulle,Fisk. Förvaras kallt.,Fish.,year-round,refrigerated,g,premium,220,medium,draft,2025-12-07 00:00:00,2025-12-07 00:00:00,ai-claude,,1,0
red-pesto,röd pesto,red pesto,other/condiment,"animal-product,contains-lactose,dairy,nightshade,tree-nut",rosso pesto;soltorkad tomat pesto,sun-dried tomato pesto;pesto rosso,röd pesto rosso,Med soltorkad tomat,With sun-dried tomato,year-round,refrigerated,g,medium,100,low,draft,2024-12-07 00:00:00,2024-12-07 00:00:00,ai-claude,,1,0
red-rice,röd ris,red rice,grain/whole,"plant-based,vegan-friendly",röda riset,,rödris;redrice,Fullkorn.,Whole grain.,year-round,ambient,g,budget,27,low,validated,2025-12-13 00:00:00,2025-12-13 00:00:00,ai-batch,,1,0
red-wine-vinegar,rödvinsvinäger,red wine vinegar,other/condiment,"plant-based,sulfites,vegan-friendly",rött vin vinäger,red wine vinegar,rödvinsvinäger red wine,Smakrik vinäger,Flavorful vinegar,year-round,ambient,ml,medium,50,low,draft,2024-12-07 00:00:00,2024-12-07 00:00:00,ai-claude,,1,0
reindeer-dried,renskav,dried reindeer,protein/meat/game,"animal-product,game,meat,needs-cooking,processed",skav,shaved reindeer;suovas,renskav;suovas,Tunt skivat torkat. Steks med lök och grädde. Klassiker.,Thinly sliced dried. Fried with onions and cream. Classic.,autumn,frozen,g,premium,350,high,draft,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
reindeer-ground,renfärs,ground reindeer,protein/meat/game,"animal-product,game,meat,needs-cooking",mald ren,minced reindeer,renfars;maldren,Magert norrlandskött. Används i suovas och soppa.,Lean northern meat. Used in suovas and soup.,autumn,frozen,kg,premium,350,high,draft,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
